id	string
1800207	u,Соревнования сейчас начнутся.\0
1800208	u,Регистрация доступна в течение $s1 мин.\0
1800209	u,Вперед!\0
1800210	u,Огонь\0
1800211	u,Вода\0
1800212	u,Ветер\0
1800213	u,Земля\0
1800214	u,Это $s1...\0
1800215	u,Он обладает сильным $s1...\0
1800216	u,Кажется, он не знает никого, кроме $s1...\0
1800217	u,$s1 недоступен\0
1800218	u,Проклятье на голову тому, кто хочет отобрать мое сокровище!\0
1800219	u,Летающий Корабль вызван. Он взлетит через 5 мин.\0
1800220	u,Летающий Корабль прибыл в точку назначения. Отправление к материку Аден через 1 мин.\0
1800221	u,Летающий Корабль до материка Аден отправляется.\0
1800222	u,Летающий Корабль прибыл в точку назначения. Отправление к материку Грация через 1мин.\0
1800223	u,Летающий Корабль до материка Грация отправляется.\0
1800224	u,В Воздушной Гавани находится другой Летающий Корабль. Повторите попытку позже.\0
1800225	u,Ой! Что это в небе?\0
1800226	u,Заградительный Жезл заколдован! Это же...\0
1800227	u,Осторожно! Сейчас что-то произойдет!\0
1800228	u,Сначала надо создать клан или вступить в один из кланов.\0
1800229	u,С Экимусом никто не сражается. Если в течение $s1 сек. никто не нападет на Экимуса, Бессмертное Ядро завоевать не получится.\0
1800230	u,Экимус, соединенный с Колонией Гнилой Плоти, стал еще сильнее...\0
1800231	u,Экимус, потерявший связь с Колонией Гнилой Плоти, стал слабее!\0
1800232	u,Трупные Черви помогают Экимусу. Если количество Червей увеличится на $s1, то Оборона Источника Бессмертия падет.\0
1800233	u,Эй, крысы, выходите! Я знаю, что вы там замышляете...\0
1800234	u,Неплохо... Очень интересно, но пора отдохнуть! Пропустите меня!\0
1800235	u,Колония Гнилой Плоти возродилась, поэтому мне больше не нужно с вами сражаться!\0
1800236	u,Я ухожу, но не думайте, что это конец... Семя Бессмертия будет вечно!\0
1800237	u,Это только начало! Никто не посмеет умереть без моего разрешения! Вот, посмотрите! Это и есть великая магия! Бессмертные стражники!\0
1800238	u,Кохеменес, я проклинаю тот день, когда стал твоим рабом ради сохранения своей жизни! Клянусь, я увижу день твоей смерти!\0
1800239	u,Проклятие! Я умираю в момент смерти моего заклятого врага!\0
1800240	u,Зал Страданий\0
1800241	u,Зал Гибели\0
1800242	u,Источник Бессмертия\0
1800243	u,Атака\0
1800244	u,Защита\0
1800245	u,Поздравляем! Вы победили $s1 $s1! Временная Зона будет закрыта.\0
1800246	u,Вы не смогли победить $s1 $s1. Временная Зона будет закрыта.\0
1800247	u,Группа $s1 с помощью Разрушенной Колонии Гнилой Плоти переместилась в другое место.\0
1800248	u,Группа $s1 с помощью Разрушенной Колонии Гнилой Плоти переместилась в Зал Экимуса.\0
1800249	u,Группа, сражающаяся с Экимусом, нарушила правила. Ее ждет изгнание.\0
1800250	u,Не хватает предметов. Для вызова Летающего Корабля необходимы Звездные Камни в количестве 5 ед.\0
1800251	u,Проснулись Алчные Души, желающие поглотить остатки Семени Возрождения!\0
1800252	u,Проснулась Первая Волшебная Собака Земли Смерти!..\0
1800253	u,Проснулась Вторая Волшебная Собака Земли Смерти!..\0
1800254	u,Ваши усилия бесполезны, ничего не выйдет! Почувствуйте на себе смертоносность моей магии!\0
1800255	u,Жалкие твари, на меня не действуют ваши выходки! Меня защищает могущественная магия!\0
1800256	u,Эй вы, насекомые! Что бы вы не делали - сила Бессмертного Ядра только увеличивается!\0
1800257	u,Заполнение на разрешение вызова Летающего Корабля завершено. Теперь члены клана могут воспользоваться Летающим Кораблем.\0
1800258	u,Появился Сундук с сокровищами Грации!\0
1800259	u,Скоро Сундук с сокровищами Грации исчезнет!\0
1800260	u,На Вас наложено проклятие Колонии Гнилой Плоти! Вы получили $s1 ед. урона.\0
1800261	u,Я приму Ваш вызов, $s1! Отправляйтесь в прибежище Бессмертия, где Вас ждет смерть!\0
1800262	u,Через некоторое время $s1 примет участие в $s1. Приготовьте все необходимые вещи.\0
1800263	u,Слышите, приближается нежить Экимуса! $s1 $s1, Началось!\0
1800264	u,Вы можете почувствовать, как увеличивается энергия разрушенной Колонии Гнилой Плоти!\0
1800265	u,Вокруг разрушенной Колонии распространяется Зловещая Аура.\0
1800266	u,Безмерно глупо, что Вы хотели от нас избавиться!\0
1800267	u,Мы братья по крови. Я не могу бросить его и сдаться!\0
1800268	u,С раннего детства брат был для меня примером. И Вы думаете, что я так легко сдамся?\0
1800269	u,Утратив связь с Колонией, Экимус потерял контроль над Волшебными Собаками!\0
1800270	u,Экимус восстановил связь с Колонией и вновь получил контроль над Волшебными Собаками…\0
1800271	u,У-у-у!\0
1800272	u,У-у-у-у-у…\0
1800273	u,Противники восстали. Выходите сражаться!.. Вперед!\0
1800274	u,Колония Гнилой Плоти, осквернявшая $s1, разрушена! Для того чтобы найти трусливого Кохеменеса, нужно полностью ее уничтожить!\0
1800275	u,Колония Гнилой Плоти, осквернявшая $s1, полностью возродилась. Восстановивший силы силу Кохеменес скрывается в глубинах Подземелья...\0
1800276	u,Вы уже получили разрешение на вызов Летающего Корабля.\0
1800277	u,Отсутствует разрешение на вызов Летающего Корабля. Получить его можно у инженера Лекона.\0
1800278	u,Вы уже заполнили разрешение на вызов Летающего Корабля.\0
1800279	u,Если у Вас есть какая-нибудь вещь, дайте ее мне.\0
1800280	u,У меня совсем пустой желудок.\0
1800281	u,Хочется кушать, хочется кушать!\0
1800282	u,Чувство голода осталось...\0
1800283	u,Мне все еще хочется кушать!\0
1800284	u,Сейчас вроде стало немного получше...\0
1800285	u,Дайте чего-нибудь поесть.\0
1800286	u,Ну, вот теперь покушаем по-настоящему!\0
1800287	u,А где же десерт?\0
1800288	u,Мне по-прежнему хочется кушать!\0
1800289	u,Уф, больше не могу есть.\0
1800290	u,Мне нечего поесть! Я совсем без сил...\0
1800291	u,Ням-ням-ням-ням...\0
1800292	u,При соприкосновении с Святым знаменем Щита поверхность Колонии плавится, нанося $s1 ед. урона.\0
1800293	u,При соприкосновении с Святым знаменем Щита оболочка Трупных Червей плавится, нанося $s1 ед. урона.\0
1800294	u,Вознаграждение за рейд было разделено между атакующими <$s1>.\0
1800295	u,Обелиск поражен. Вражеские войска, прекратите атаку!\0
1800296	u,Враги пытаются уничтожить крепость! Сплотите силы и остановите их натиск!\0
1800297	u,Ко мне, воины! Сделайте все, чтобы защитить Семя Разрушения\0
1800298	u,Семена Возрождения атакованы Нежитью Экимуса. Если хоть одно из них будет разрушено, то защитить Зал Гибели не удастся...\0
1800299	u,Колония Гнилой Плоти, осквернявшая $s1, разрушена! Кохеменес вынужден появиться!\0
1800300	u,Колония Гнилой Плоти, осквернявшая $s1, разрушена! Нежить, атаковавшая Семя Возрождения, потеряла силу и бежит прочь!\0
1800301	u,Колония Гнилой Плоти, осквернявшая $s1, разрушена! Восстановив силу, Нежить направляется в Семя Возрождения!..\0
1800302	u,Колония Гнилой Плоти, наполнявшая силой Экимуса и осквернявшая $s1, разрушена!\0
1800303	u,Колония Гнилой Плоти, оскверняющая $s1, полностью возродилась и начала наполнять силой Экимуса…\0
1800304	u,Колония Гнилой Плоти, осквернявшая $s1, разрушена! Скорость вызова еды Экимусом уменьшена!\0
1800305	u,Колония Гнилой Плоти, оскверняющая $s1, полностью возродилась. Восстановив силу, Экимус с удвоенным рвением ищет еду...\0
1800306	u,Принеси еще больше душ!..\0
1800307	u,Если медлить с уничтожением Колонии Гнилой Плоти, то завоевать Зал Гибели не получится!\0
1800308	u,Колония Гнилой Плоти вне угрозы, поэтому Кохеменес скрывается в глубинах Подземелья...\0
1800309	u,Обстоятельства мешают достижению цели.\0
1800310	u,Для достижения цели требуется концентрация разума, что иногда приводит к возникновению самых неожиданных проблем.\0
1800311	u,Будьте внимательны - может возникнуть ситуация, при которой все выйдет из под контроля.\0
1800312	u,В тяжелой ситуации происходит помутнение разума, из-за чего могут возникнуть проблемы. Будьте бдительны.\0
1800313	u,Будьте внимательны. Возможно, Вы встретите кого-нибудь, кому можно доверять.\0
1800314	u,Ваша жизнь будет постепенно меняться.\0
1800315	u,Вы станете намного известнее, и это повлияет на появление новых знакомств.\0
1800316	u,Сегодня вам будет сопутствовать удача в ловле рыбы на наживку.\0
1800317	u,Если Вы будете вести себя эгоистично, то могут возникнуть конфликты.\0
1800318	u,Стремление к цели и мудрость - залог успеха.\0
1800319	u,Если Вы будете работать усердно, то обязательно получите желаемый результат.\0
1800320	u,Вы можете получить помощь, если будете пользоваться обычной тактикой боя без каких-либо уловок.\0
1800321	u,Вы получите желаемый результат, если четко обозначите цель и будете действовать смело.\0
1800322	u,Любая проблема может быть решена, какой бы тяжелой она не была.\0
1800323	u,В критической ситуации будьте всегда собраны, действуйте осторожно.\0
1800324	u,Никогда не забывайте о проблемах, которые Вы не смогли решить.\0
1800325	u,Богатство приходит к тому, кто по-настоящему в нем нуждается.\0
1800326	u,Даже в тяжелой ситуации фортуна может быть на Вашей стороне.\0
1800327	u,Даже в тяжелой ситуации можно получить нежданную помощь.\0
1800328	u,В любой ситуации можно добиться успеха.\0
1800329	u,Вы сможете встретить кого-нибудь великодушного, кто поможет Вам преодолеть скорбь и конфликты в душе.\0
1800330	u,В любой ситуации вы можете рассчитывать на поддержку окружающих.\0
1800331	u,Помните, что не бывает безнадежных ситуаций.\0
1800332	u,Сохраняйте хорошие отношения со всеми людьми, ведь неизвестно, чья помощь вам может пригодиться в будущем.\0
1800333	u,Всегда будьте готовы к встрече с человеком, который Вам поможет.\0
1800334	u,Никогда не расслабляйтесь и не зазнавайтесь, даже если ваши дела идут гладко.\0
1800335	u,Всегда нужно поступать правильно, а не искать легких путей.\0
1800336	u,Все проблемы решены, теперь можно действовать.\0
1800337	u,Получать награду за успехи в любимом деле - вот что такое счастье.\0
1800338	u,Проявив весь свой талант и остроумие, вы сможете обратить на себя внимание.\0
1800339	u,Помните, что вы всегда можете рассчитывать на поддержку близких.\0
1800340	u,Всегда можно встретить попутчика, с которым будет приятно путешествовать.\0
1800341	u,Чтобы узнавать что-нибудь новое, нужно постоянно встречаться с разными людьми.\0
1800342	u,Очень важно не переставать учиться новому.\0
1800343	u,Ощутите себя бабочкой, порхающей с цветка на цветок.\0
1800344	u,Счастье - достижение гармоничной спокойной жизни.\0
1800345	u,Вы сможете наладить хорошие отношения с окружающими, если будете проявлять к ним участие.\0
1800346	u,Только достигнув поставленной цели можно заслужить доверие и добиться большего.\0
1800347	u,Удача ослепляет разум, и это может привести к печальным последствиям.\0
1800348	u,Не ленитесь встречаться новыми с людьми.\0
1800349	u,Возможность получить стрелы для лука.\0
1800350	u,Могут ли созреть плоды на увядшем дереве...\0
1800351	u,Ваш труд обязательно будет вознагражден.\0
1800352	u,В любой ситуации не теряйте надежду, тогда вы сможете добиться многого.\0
1800353	u,Окружающие очарованы Вашим внешним видом.\0
1800354	u,Не стоит доверять посторонним, надейтесь только на себя самого.\0
1800355	u,Если вы хотите добиться успеха - проявите изобретательность в поиске нового дела.\0
1800356	u,Не торопитесь, выполняя работу, только сосредоточившись вы сможете добиться хорошего результата.\0
1800357	u,Мертвец снова ожил.\0
1800358	u,Происходит нечто удивительное.\0
1800359	u,Вам представится необыкновенная возможность, о которой Вы даже и не мечтали.\0
1800360	u,Никто не знает, как может обернуться казалось бы безвыходная ситуация, поэтому никогда не сдавайтесь и идите до конца.\0
1800361	u,Чтобы достигнуть поставленной цели, нужно желать этого всем сердцем.\0
1800362	u,Тот, кому сопутствует удача, заражает всех окружающих своим оптимизмом.\0
1800363	u,Жизнь - это непрекращающийся урок.\0
1800364	u,В любой миг может случиться то, что даст вам возможность стать лучше.\0
1800365	u,Голодный ястреб всегда найдет себе пищу.\0
1800366	u,Нуждающиеся получат материальную поддержку и пропитание.\0
1800367	u,Можно решить любую проблему, если вас кто-нибудь поддерживает.\0
1800368	u,Не отказывайтесь от мечты. Если вы чего-то очень хотите, то обязательно это получите.\0
1800369	u,Окружающие будут больше вам доверять, если вы будете с ними искренни.\0
1800370	u,Всегда оставайтесь независимы.\0
1800371	u,Будьте готовы к тому, что для осуществления планов вам может что-нибудь понадобиться.\0
1800372	u,На пути к исполнению желаний вам придется преодолеть многие преграды.\0
1800373	u,Конечный результат может отличаться от желаемого.\0
1800374	u,Когда наваливается много проблем, остановитесь и хорошенько все обдумайте.\0
1800375	u,Если браться за дело, предварительно не согласовав его, то вас может постигнуть неудача. Согласованность в действиях поможет избежать неудачи.\0
1800376	u,Если вы будете излишне безрассудны, то рискуете потерять доверие окружающих.\0
1800377	u,Будьте всегда настороже, не пропустите подходящего случая.\0
1800378	u,Бедный ученый всегда получит вознаграждение за свою работу.\0
1800379	u,Успешно пройдя через все испытания, вы обретете богатство и славу.\0
1800380	u,Будьте готовы к тому, что не все мечты исполняются.\0
1800381	u,Рано или поздно даже самые большие проблемы разрешатся.\0
1800382	u,Не забивайте голову мыслями о прошлом и сосредоточьтесь на цели, только тогда вы сможете получить хороший результат.\0
1800383	u,Проявите решительность, отказываясь от вредных привычек.\0
1800384	u,Подойдите к выполнению порученного вам дела со всей ответственностью и не забывайте обращаться к друзьям за помощью.\0
1800385	u,Рыба изменяется и превращается в дракона.\0
1800386	u,Все, о чем Вы мечтали, сбудется. Вы получите славу и богатство.\0
1800387	u,В Вашей жизни наступает полоса стабильности, все дела будут идти по плану.\0
1800388	u,Будьте внимательны ко всему происходящему, ведь никто не знает, где и когда Вам удача улыбнется.\0
1800389	u,Нужно тщательно обдумать новые предложения.\0
1800390	u,Если не хотите проблем - не вмешивайтесь в дела других людей.\0
1800391	u,Не вешайте нос, любую проблему можно решить.\0
1800392	u,Без сожаления отдавайте все своим близким, и это вернется вам сторицей.\0
1800393	u,Только когда вы будете окончательно измотаны тяжелой болезнью, вам станет ясно, какое же лекарство принесет долгожданное облегчение.\0
1800394	u,Кажется, что Вы заболели. Примите лекарство и Вы вновь будете здоровы!\0
1800395	u,Встретив в тяжелой ситуации богача, Вы сможете получить то, что хотели.\0
1800396	u,В путешествии Вы попадете в неприятную ситуацию. А может быть и не в одну.\0
1800397	u,Если не впадать в уныние и сохранять улыбку, то окружающие люди будут Вам доверять и помогать.\0
1800398	u,Лучше жить спокойно, чем сумбурно.\0
1800399	u,В каждом деле нужно действовать с точностью и расчетом.\0
1800400	u,Не получается выполнить даже самое простое дело.\0
1800401	u,Можно предотвратить беду, если побороть свое упорство.\0
1800402	u,Из-за постоянных проблем становится тяжело сосредоточиться на своем деле.\0
1800403	u,Иногда случается так, что Ваша награда достается другому.\0
1800404	u,Не берись за сомнительное дело.\0
1800405	u,Необходимо прогнозировать развитие событий.\0
1800406	u,Не бросайте дело, даже если столкнетесь с трудностями. Если постараться, то можно получить признание.\0
1800407	u,Покажите свое истинное лицо.\0
1800408	u,Вы сможете проявить свои достоинства.\0
1800409	u,Если получить больше информации, чем другие, исследовать что-то новое, то Ваша ценность возрастет еще больше.\0
1800410	u,Ответственность и доброжелательность даст хорошие плоды.\0
1800411	u,Всегда пользуйтесь поддержкой товарищей.\0
1800412	u,Дракон исполняет желания.\0
1800413	u,Дракон исполняет желание и поднимается в небо. Это значит, что мечта может превратиться в реальность.\0
1800414	u,Полное счастье - дело или хобби, профессия, семья, возлюбленный/ая.\0
1800415	u,Успех в каждом деле.\0
1800416	u,Придут деньги, о которых Вы даже не мечтали. Лучше этого ничего быть не может.\0
1800417	u,Если выполнить дело с жадностью, то могут получиться неожиданные результаты.\0
1800418	u,Осуществляйте задуманное разумно и взвешенно.\0
1800419	u,Дерево без корней неустойчиво.\0
1800420	u,Есть только старания, но результата нет.\0
1800421	u,Испытание бедностью.\0
1800422	u,Может не получиться то дело, которое всегда получалось.\0
1800423	u,Из-за нежелательного результата возможно раздражение.\0
1800424	u,Если за неудачи отыгрываться на окружающих, то отношение к Вам может ухудшиться.\0
1800425	u,Лучше радоваться небольшому делу, чем довольствоваться большой алчностью.\0
1800426	u,Завоевать доверие трудно, потерять - легко.\0
1800427	u,Преданность товарищу будет вознаграждена.\0
1800428	u,Если не придерживаться этикета, то про Вас могут пустить слухи, и Ваша ценность резкого упадет.\0
1800429	u,Всегда учитывайте обстоятельства и действуйте с чистыми помыслами.\0
1800430	u,Не упустите нить напряжения.\0
1800431	u,Если делать все по-своему, то можно допустить ошибку. Прислушивайтесь к мнению окружающих.\0
1800432	u,Слепой проходит прямо в дверь.\0
1800433	u,Дело смутное.\0
1800434	u,Дело заходит в тупик.\0
1800435	u,При столкновении с неизвестным возникнут трудности, как бы Вы ни старались их избежать.\0
1800436	u,Помощи просят из-за неуверенности в своих способностях.\0
1800437	u,Пассивность мешает раскрыться потенциалу. Проявите инициативу.\0
1800438	u,Прежде чем браться за сомнительное дело, стоит найти человека, которому можно доверять.\0
1800439	u,Без когтей охота не может быть удачной.\0
1800440	u,Люди полагают, а боги располагают.\0
1800441	u,Хорошее начинание губит самоуверенность.\0
1800442	u,Нетерпение - следствие неблагополучия.\0
1800443	u,Осторожность помогает избежать неприятностей.\0
1800444	u,Берегите близких, избегая резких слов и импульсивных действий.\0
1800445	u,Плохое самочувствие.\0
1800446	u,Вероятность столкновения с серьезными трудностями, неудачей.\0
1800447	u,Возникнут сложности в отношениях с людьми.\0
1800448	u,Даже если эти проблемы появятся, не используйте магическую книгу, а попытайтесь устранить причину их появления.\0
1800449	u,Всегда контролируйте свои эмоции и держите свою душу в покое и равновесии.\0
1800450	u,Можно получить необходимую информацию, поговорив с окружающими.\0
1800451	u,Беритесь за дело с уверенностью в его успехе.\0
1800452	u,Дитя получает драгоценность.\0
1800453	u,Вероятность неожиданного получения денег.\0
1800454	u,Возможность получить деньги и результат в самый неожиданный момент.\0
1800455	u,Возможность на время получить удачу во всех начинаниях без всяких усилий.\0
1800456	u,Планируйте мудро и без задержек воплощайте задуманное в жизнь.\0
1800457	u,Поиск и исправление своих ошибок, изучение своих недостатков - путь к самосовершенствованию.\0
1800458	u,Отрицание ошибки усугубляет вину и мешает решить проблему.\0
1800459	u,Не бойтесь неприятностей. Они - источник опыта.\0
1800460	u,Не отчаивайтесь, если ситуация вышла из-под контроля.\0
1800461	u,Беспокойство выдает злоумышленника окружающим.\0
1800462	u,Не имея ничего, можно жить в достатке.\0
1800463	u,Слава приходит к тем, кто зарабатывает деньги, помогая другим.\0
1800464	u,Душа и тело приобретут спокойствие.\0
1800465	u,Будьте внимательны, рассеянность может повлечь за собой неприятности.\0
1800466	u,Найти того, кто Вам нужен, сложно даже в том случае, если Вы постоянно с кем-нибудь знакомитесь.\0
1800467	u,Однажды возникнет ситуация, в которой Ваши действия получат одобрение окружающих.\0
1800468	u,Неблагополучное время едва ли подходит для радикальных перемен.\0
1800469	u,Деньги, потраченные на себя - вклад, который принесет пользу.\0
1800470	u,Деньги, которые тратятся на окружающих, исчезают бесследно. Будьте бдительны и не транжирьте сбережения на окружающих, потому что это лишено смысла.\0
1800471	u,Будьте внимательны, Вас могут ждать непредвиденные расходы.\0
1800472	u,Примите участие в Ивенте, так как удача на Вашей стороне.\0
1800473	u,Лишь случай помогает поймать удачу.\0
1800474	u,Тот, кто вам нужен, сам найдет Вас.\0
1800475	u,Не обращайте внимания на мнение окружающих, верьте себе и добивайтесь успеха.\0
1800476	u,Случайную удачу может спугнуть неосторожное слово. Думайте о том, что говорите.\0
1800477	u,Уберегите себя от неприятностей - не беритесь за дело, если считаете, что оно не для Вас.\0
1800478	u,Лучше отложить решение важных проблем на потом.\0
1800479	u,Может возникнуть недопонимание с близкими или руководством.\0
1800480	u,Будьте осторожны. Оскорбляя другого, Вы можете ранить самого себя.\0
1800481	u,Хвастовство может повлечь непредвиденные расходы. Будьте осторожны.\0
1800482	u,Избегайте агрессивных персонажей, если не желаете драться.\0
1800483	u,Вы можете вызвать неприязнь собеседника, слишком сильно настаивая на своем. Соблюдайте приличия.\0
1800484	u,Избегайте действий, которые могут понять неправильно, если хотите избежать возникновения неприятных слухов.\0
1800485	u,Вы можете потерять что-нибудь. Будьте внимательны.\0
1800486	u,Соглашайтесь с собеседником.\0
1800487	u,Могут возникнуть проблемы в отношениях с окружающими. Будьте внимательны при встречах и разговорах.\0
1800488	u,Определитесь со своими желаниями и не раздумывайте долго, если нужно быстро принимать решение.\0
1800489	u,Удача будет сопутствовать Вам, если Вы будете много читать и путешествовать.\0
1800490	u,Вы переполняетесь яркими идеями. Поделитесь ими с теми, кому они нужны.\0
1800491	u,От Ваших слов может зависеть чья-то судьба.\0
1800492	u,Подходящее время для построения планов как на ближайшее, так и на далекое будущее.\0
1800493	u,Построение планов и размышление о будущем - все это принесет пользу.\0
1800494	u,Могут возникнуть разногласия с близкими. Постарайтесь набраться терпения и понимания.\0
1800495	u,Даже если Вам очень нужны деньги, не опускайтесь до того, чтобы их просить. Вы потеряете достоинство, но все равно останетесь нищим.\0
1800496	u,Случайная встреча может стать началом серьезных отношений.\0
1800497	u,Упрямство может привести к неприятным последствиям.\0
1800498	u,Легкомыслие может вызвать гнев. Думайте о том, что говорите и соблюдайте этикет.\0
1800499	u,У вас есть возможность встретить кого-то особенного.\0
1800500	u,Желание хорошо нажиться на сделке может вызвать гнев.\0
1800501	u,Когда вы боитесь потерять свои сбережения, не стоит никуда вкладывать деньги. Вместо этого старайтесь экономить.\0
1800502	u,Удача не сопутствует Вам, поэтому постарайтесь не предпринимать ничего серьезного даже в том случае, когда вам предлагают помощь.\0
1800503	u,Не откладывайте на завтра то, что можно сделать сегодня.\0
1800504	u,Конечно, чувство долга и ответственности не добавит вам легкости, но результаты ваших действий будут намного более впечатляющими.\0
1800505	u,Расширяйте сферу Вашей деятельности. Сначала будет трудно, но в будущем это принесет большую пользу.\0
1800506	u,Если не навести порядок вокруг себя, то мелочи будут постоянно отвлекать от важных вещей. \0
1800507	u,Удача сопутствует не тому, кто бегает за ней, а тому, кто умеет ее ждать.\0
1800508	u,Не предлагайте помощь окружающим, даже если они в ней очень нуждаются. Это испортит Ваши отношения с ними.\0
1800509	u,Удача сопутствует Вам и принесет хорошие плоды.\0
1800510	u,Спешка может привести к неприятным последствиям.\0
1800511	u,Не стоит подчеркивать свою молодость, когда находитесь в кругу старших. Это может вам навредить.\0
1800512	u,Ваше дело будет успешным. Но удача может покинуть Вас, если Вы возгордитесь своими достижениями.\0
1800513	u,Удача будет сопутствовать Вам, если Вы будете скромны.\0
1800514	u,В ваши отношения может вмешаться третья персона и образовать любовный треугольник.\0
1800515	u,Найдите кого-то похожего на вас и все будет хорошо.\0
1800516	u,Вам предложат принять участие в некоем деле, но лучше отказаться от сотрудничества, потому что оно не будет плодотворным.\0
1800517	u,Удача не сопутствует Вам в совместных делах. Откажитесь от сотрудничества с близкими.\0
1800518	u,Постарайтесь наладить отношения с теми, кто Вам интересен. Вместе Вы добьетесь многого.\0
1800519	u,Берегитесь, если Вас назовут простодушным. Это будет сказано далеко не просто так.\0
1800520	u,Скорее всего, вы станете жертвой мошенничества и потеряете многое. Будьте осторожны.\0
1800521	u,Ваше решение может быть ошибочным. Постарайтесь делать выводы на основе здравого смысла.\0
1800522	u,Вы можете пострадать из-за вашей мягкости. Будьте упорны, когда это понадобится.\0
1800523	u,Остерегайтесь говорливых и веселых людей. Они могут навредить Вам.\0
1800524	u,Говорят, что новичкам везет. Так что Вам будет сопутствовать удача.\0
1800525	u,Удача сопутствует Вам. Но помните, что всему есть предел.\0
1800526	u,Из-за вашей ненасытности Вы можете потерять то, что имеете.\0
1800527	u,Не выполняйте задание в одиночестве, даже если Вам не нужна помощь.\0
1800528	u,Поставьте на первое место гармонию в отношениях с окружающих. Помните, что чрезмерная настойчивость и фамильярность могут привести к проблемам.\0
1800529	u,Кто-то из Ваших близких покажет себя с неожиданной стороны.\0
1800530	u,Отбросьте все предрассудки и попытайтесь сблизиться с тем, кто не похож на Вас.\0
1800531	u,Удача будет сопутствовать Вам в управлении подчиненными. Увеличится их количество. Но это принесет дополнительные сложности.\0
1800532	u,Удача будет сопутствовать Вам в денежных вопросах. Даже если Ваши расходы увеличатся, это не принесет хлопот.\0
1800533	u,Удача может быть с Вами, а может покинуть Вас. Будьте внимательны.\0
1800534	u,Мелкие ссоры могут привести к расставанию с кем-то из близких. Будьте осторожны.\0
1800535	u,Есть вероятность, что вы сблизитесь с незнакомой персоной.\0
1800536	u,Помогите ближнему, и удача будет сопутствовать Вам.\0
1800537	u,Вы можете остаться в одиночестве. Постарайтесь не оставлять недомолвок между Вами и Вашим партнером.\0
1800538	u,Остерегайтесь эмоциональных порывов.\0
1800539	u,Улыбка приносит счастье.\0
1800540	u,Быстрее забывайте о малых потерях.\0
1800541	u,Из-за недопонимания могут возникнуть недоразумения.\0
1800542	u,Удача ждет Вас там, где Вы не будете одни.\0
1800543	u,Избегайте прямых высказываний.\0
1800544	u,Внутренняя глубина важнее внешнего лоска.\0
1800545	u,Смело расширяйте круг общения и не бойтесь наглеть.\0
1800546	u,Маленький спор принесет Вам радость.\0
1800547	u,В отношениях с людьми не давайте привязанности управлять Вами. Рассуждайте хладнокровно.\0
1800548	u,Выполняйте работу поэтапно, не бросайтесь за быстрой выгодой.\0
1800549	u,Предусмотрительные действия заставят подчиняться любого.\0
1800550	u,Немного юмора - и вы всегда привлечете к себе всеобщее внимание.\0
1800551	u,Неудачное время для принятия важных решений. Избегайте денежных операций и не поддавайтесь искушениям.\0
1800552	u,Прислушивайтесь к советам близких.\0
1800553	u,Любая проблема может быть разрешена, если посмотреть на нее со стороны.\0
